loss,val_loss,accuracy,f1,val_accuracy,val_f1,lr
0.8641899835463667,0.15093175776622778,0.8153401613235474,0.8153401613235474,0.9722756743431091,0.9722756743431091,0.001
0.1581183815570032,0.08646772190517077,0.9663671255111694,0.9663671255111694,0.9701578617095947,0.9701578617095947,0.001
0.10429633574587058,0.050632502086620575,0.9732348918914795,0.9732348918914795,0.9847901463508606,0.9847901463508606,0.001
0.08722293475218255,0.04695928132909984,0.977471113204956,0.977471113204956,0.9855602383613586,0.9855602383613586,0.001
0.0743523066140543,0.04558745138075751,0.9792683124542236,0.9792683124542236,0.9847901463508606,0.9847901463508606,0.001
0.07138965636380858,0.034152412541393486,0.9782413244247437,0.9782413244247437,0.9894108772277832,0.9894108772277832,0.001
0.0604869801000342,0.032260198134677544,0.9827342629432678,0.9827342629432678,0.9905660152435303,0.9905660152435303,0.001
0.06411239113352687,0.04086786290085046,0.9811938405036926,0.9811938405036926,0.986137866973877,0.986137866973877,0.001
0.05644519075137435,0.02876524629833411,0.9839537739753723,0.9839537739753723,0.9901809692382812,0.9901809692382812,0.001
0.05808466556051735,0.03649200744744093,0.9830551743507385,0.9830551743507385,0.9853677153587341,0.9853677153587341,0.001
0.043324536644639464,0.02543027829014599,0.9876123070716858,0.9876123070716858,0.9919137358665466,0.9919137358665466,0.0001
0.03947019830223716,0.024773799339695004,0.9887034893035889,0.9887034893035889,0.9919137358665466,0.9919137358665466,0.0001
0.04048870692031508,0.025417607712046604,0.9881899952888489,0.9881899952888489,0.9924913644790649,0.9924913644790649,0.0001
0.03830120781387797,0.024953829959117768,0.9885109066963196,0.9885109066963196,0.9922987818717957,0.9922987818717957,0.0001
0.03583351191151428,0.022818159068823205,0.9899230003356934,0.9899230003356934,0.992876410484314,0.992876410484314,0.0001
0.036608390999289545,0.024040363322260668,0.9894737005233765,0.9894737005233765,0.9924913644790649,0.9924913644790649,0.0001
0.035397298327595514,0.02360096362246589,0.9897304177284241,0.9897304177284241,0.9934539794921875,0.9934539794921875,0.0001
0.03687643174304832,0.02424916248244342,0.9895378947257996,0.9895378947257996,0.992876410484314,0.992876410484314,0.0001
0.032877351644781685,0.022958867177417203,0.9909499287605286,0.9909499287605286,0.9926838874816895,0.9926838874816895,0.0001
0.03600466525511055,0.023060430292835735,0.9894095063209534,0.9894095063209534,0.9930689334869385,0.9930689334869385,0.0001
